0.000000000000000000e+00 1.230789428339336766e-06 6.051381356001739716e-06 1.158993378352875527e-05 1.969263085342938825e-05 2.256447285288784289e-05 3.189795935112781794e-05 4.102631427797789247e-05 4.676999827689480176e-05 5.897532677459322128e-05 6.492414234490001752e-05 7.928335234219228056e-05 8.451420741263446907e-05 9.610414119616322772e-05 1.047196671945385747e-04 1.005144699810458413e-04 9.538618069629860644e-05 9.107841769711091939e-05 8.020644441344678202e-05 6.512927391628991125e-05 5.292394541859148495e-05 3.959039327824867023e-05 2.338499913844740088e-05 1.876953878217488679e-05 1.066684171227425380e-05 4.307762999187679421e-06 1.435920999729226262e-06 2.051315713898894962e-07 0.000000000000000000e+00
0.000000000000000000e+00 3.589802499323065761e-06 2.112855185315861727e-05 3.835960384990932817e-05 5.282137963289653808e-05 6.615493177323935280e-05 8.830914148334741501e-05 1.101556538363706569e-04 1.444126262584822054e-04 1.667719675399801477e-04 1.996955847480573801e-04 2.351833465985083045e-04 2.664659112354664412e-04 2.879021604457098686e-04 3.151846594405651792e-04 3.144666989407005715e-04 2.930304497304570899e-04 2.793892002330294346e-04 2.382603201693566427e-04 1.972340058913787367e-04 1.619513756123177467e-04 1.202071008344752329e-04 8.410394426985468160e-05 5.292394541859148495e-05 3.200052513682275803e-05 1.682078885397093700e-05 5.128289284747236559e-06 1.846184142509005254e-06 6.153947141696683829e-07
0.000000000000000000e+00 9.743749641019750648e-06 3.774420913573966053e-05 5.589835320374488307e-05 7.897565498510744674e-05 1.200019692630853392e-04 1.427715736873630555e-04 1.899518351070376379e-04 2.365167018125425528e-04 2.844149237320817429e-04 3.252361064386697959e-04 3.834934727133983688e-04 4.420585363452118432e-04 4.752898509103738959e-04 4.979568895489566585e-04 5.127263626890286819e-04 4.851361663370886324e-04 4.492381413438579748e-04 3.987757747819451739e-04 3.378516980791479419e-04 2.605170956651596450e-04 2.003109794622270749e-04 1.390792054023450497e-04 9.343743076809464987e-05 4.871874820509875155e-05 2.225677549580300568e-05 9.333486498239969962e-06 3.794934070712955681e-06 3.076973570848341914e-07
0.000000000000000000e+00 9.333486498239969962e-06 4.902644556218357859e-05 8.112953648470128348e-05 1.182583509062712764e-04 1.517973628285182171e-04 2.049264398184995957e-04 2.612350561650242527e-04 3.251335406529748287e-04 4.033912351382176677e-04 4.656486670550490938e-04 5.400088616838839926e-04 6.137536615985492508e-04 6.660622123029711359e-04 6.789855013005341835e-04 6.973447769399292997e-04 6.768316198009403060e-04 6.091382012422768112e-04 5.527270191100572142e-04 4.650332723408793991e-04 3.552878816472885702e-04 2.855431473747261110e-04 1.953878217488697337e-04 1.168224299065420609e-04 6.594980020184945907e-05 3.394927506502670782e-05 1.415407842590237439e-05 3.384670927933176265e-06 6.153947141696683829e-07
0.000000000000000000e+00 1.138480221213886492e-05 5.692401106069433140e-05 9.733493062450256300e-05 1.398997316879046246e-04 1.916954534638517279e-04 2.575426878800062469e-04 3.297490010092473224e-04 4.155965636359160533e-04 5.051364945476028443e-04 5.991893200298671618e-04 6.867805010133499555e-04 8.044234572054515236e-04 8.559114816243138879e-04 9.117072690423637903e-04 9.083225981144306318e-04 8.546806921959744984e-04 7.927309576362278655e-04 6.945755007261658360e-04 5.894455703888474467e-04 4.660589301978288542e-04 3.439030794351497053e-04 2.430809120970190166e-04 1.457459814725164536e-04 8.143723384178613086e-05 3.969295906394361710e-05 1.569256521132654519e-05 5.025723499052292235e-06 4.102631427797789925e-07
0.000000000000000000e+00 1.405151264020742753e-05 7.671920769981865635e-05 1.183609166919662300e-04 1.717976910390324290e-04 2.299524915280660889e-04 3.097486727987331105e-04 4.079041297087951943e-04 4.998030736914657428e-04 6.130357010986846973e-04 7.060628687239995597e-04 8.496549686969221901e-04 9.254510843254863586e-04 1.006990883952967389e-03 1.073658644654681537e-03 1.081248512796107375e-03 1.052940355944302500e-03 9.786827271011627315e-04 8.541678632674997709e-04 7.111911580087468352e-04 5.703683342495876685e-04 4.132375505649323500e-04 2.922099234448975150e-04 1.861569010363246920e-04 1.114890090504049323e-04 5.159059020455720280e-05 1.712848621105577082e-05 6.769341855866352529e-06 1.333355214034281726e-06
1.025657856949447481e-07 1.538486785424171137e-05 8.666808891222830581e-05 1.342586134746826757e-04 1.891313088214780901e-04 2.631838060932281957e-04 3.590828157180015433e-04 4.506740623435871360e-04 5.647272160363657739e-04 7.044218161528804098e-04 8.224750354877618467e-04 9.477078598212893609e-04 1.066581605441730427e-03 1.161454957209554373e-03 1.229250941553912619e-03 1.261456598262125379e-03 1.221866204983876715e-03 1.100223183149672294e-03 9.782724639583828628e-04 8.315008246289170082e-04 6.330360293091989634e-04 4.806232717665110516e-04 3.471851845773879508e-04 2.170292025305030684e-04 1.219507191912892958e-04 5.959072148876289570e-05 2.379526228122717818e-05 7.589868141425911361e-06 1.743618356814060506e-06
0.000000000000000000e+00 1.835927563939510610e-05 9.518104912490871271e-05 1.472844682579406363e-04 2.100547291032468442e-04 2.940561075874065450e-04 3.888268935695355245e-04 5.002133368342455031e-04 6.148818852411936731e-04 7.827820764238183245e-04 9.317075972528779480e-04 1.065658513370475831e-03 1.195096534917496024e-03 1.285559557900437357e-03 1.360330015672052070e-03 1.397971659022096682e-03 1.370586594241546404e-03 1.258482190476971872e-03 1.112633643218760397e-03 9.200150976836542899e-04 7.218579997210210382e-04 5.450345851829363009e-04 3.795959728569904827e-04 2.442091357396634389e-04 1.317970346180039780e-04 6.923190534408770456e-05 2.676967006638057630e-05 7.897565498510744335e-06 2.359013070983728783e-06
1.025657856949447481e-07 1.723105199675071768e-05 1.043094040517588008e-04 1.721053883961172763e-04 2.286191363140318135e-04 3.255438037957545890e-04 4.075964323517103469e-04 5.420601773977829028e-04 6.871907641561297159e-04 8.407317453414621042e-04 9.865802925996733624e-04 1.154583049567992981e-03 1.311611267466953170e-03 1.446587841441500724e-03 1.520537772927555700e-03 1.552743429635768460e-03 1.508127312858467597e-03 1.400740935235860254e-03 1.227815020554183295e-03 1.030786146234194574e-03 8.040131940626717632e-04 5.985739253156974670e-04 4.183658398496795713e-04 2.510810433812247231e-04 1.476947314007204237e-04 6.512927391628991125e-05 2.369269649553223470e-05 6.666776070171408205e-06 1.846184142509005254e-06
0.000000000000000000e+00 2.359013070983729122e-05 1.102582196220655970e-04 1.826696643226965663e-04 2.531323590951236333e-04 3.369286060078934540e-04 4.492381413438579748e-04 5.823685311758961198e-04 7.385762227892971130e-04 8.880145725468314641e-04 1.067709829084374741e-03 1.248020480336087604e-03 1.392843369737349624e-03 1.550179284993394822e-03 1.625052308550704611e-03 1.669360727970920465e-03 1.641052571119115807e-03 1.540332969566679923e-03 1.342278437389741747e-03 1.123813313859509545e-03 8.820657569765247763e-04 6.708828042306335098e-04 4.551869569141647710e-04 2.796968975901142820e-04 1.578487441845199534e-04 7.230887891493604277e-05 3.056460413709353579e-05 6.974473427256242025e-06 1.128223642644392229e-06
