5.700000000000000000e+02 2.000000000000000000e+00
5.870000000000000000e+02 2.000000000000000000e+00
5.920000000000000000e+02 2.000000000000000000e+00
5.930000000000000000e+02 2.000000000000000000e+00
6.040000000000000000e+02 2.000000000000000000e+00
6.080000000000000000e+02 2.000000000000000000e+00
6.100000000000000000e+02 2.000000000000000000e+00
6.180000000000000000e+02 2.000000000000000000e+00
6.260000000000000000e+02 2.000000000000000000e+00
6.270000000000000000e+02 2.000000000000000000e+00
6.280000000000000000e+02 2.000000000000000000e+00
6.660000000000000000e+02 2.000000000000000000e+00
6.680000000000000000e+02 2.000000000000000000e+00
6.720000000000000000e+02 2.000000000000000000e+00
6.730000000000000000e+02 2.000000000000000000e+00
6.740000000000000000e+02 2.000000000000000000e+00
6.750000000000000000e+02 2.000000000000000000e+00
6.920000000000000000e+02 2.000000000000000000e+00
6.930000000000000000e+02 2.000000000000000000e+00
7.010000000000000000e+02 2.000000000000000000e+00
7.020000000000000000e+02 2.000000000000000000e+00
7.030000000000000000e+02 2.000000000000000000e+00
7.060000000000000000e+02 2.000000000000000000e+00
7.080000000000000000e+02 2.000000000000000000e+00
7.160000000000000000e+02 2.000000000000000000e+00
7.250000000000000000e+02 2.000000000000000000e+00
7.260000000000000000e+02 2.000000000000000000e+00
